time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20150418:0909,258.0,405.0,0.0,58.16,19.25,3.1,0.0
20150418:1009,120.0,452.0,0.0,62.7,19.77,3.68,0.0
20150418:1109,68.0,431.0,0.0,61.05,20.29,4.25,0.0
20150418:1209,76.0,401.0,0.0,54.07,20.81,4.83,0.0
20150418:1309,76.0,342.0,0.0,44.2,20.62,5.17,0.0
20150418:1409,75.0,260.0,0.0,33.02,20.43,5.51,0.0
20150418:1509,34.0,161.0,0.0,21.31,20.23,5.85,0.0
20150418:1609,12.0,61.0,0.0,9.5,19.32,5.75,0.0
20150418:1709,0.0,0.0,0.0,0.0,18.41,5.66,0.0
20150418:1809,0.0,0.0,0.0,0.0,17.5,5.56,0.0
20150418:1909,0.0,0.0,0.0,0.0,16.67,5.2,0.0
20150418:2009,0.0,0.0,0.0,0.0,15.83,4.83,0.0
20150418:2109,0.0,0.0,0.0,0.0,14.99,4.47,0.0
20150418:2209,0.0,0.0,0.0,0.0,14.72,3.75,0.0
20150418:2309,0.0,0.0,0.0,0.0,14.45,3.03,0.0
20150419:0009,0.0,0.0,0.0,0.0,14.18,2.3,0.0
20150419:0109,0.0,0.0,0.0,0.0,13.89,2.22,0.0
20150419:0209,0.0,0.0,0.0,0.0,13.59,2.14,0.0
20150419:0309,0.0,0.0,0.0,0.0,13.3,2.06,0.0
20150419:0409,0.0,21.0,0.0,4.06,14.28,1.82,0.0
20150419:0509,122.0,90.0,0.0,15.8,15.27,1.58,0.0
20150419:0609,270.0,140.0,0.0,27.6,16.25,1.34,0.0
20150419:0709,446.0,161.0,0.0,39.12,17.29,1.27,0.0
20150419:0809,604.0,166.0,0.0,49.79,18.34,1.21,0.0
20150419:0909,666.01,197.0,0.0,58.49,19.38,1.14,0.0
20150419:1009,339.0,402.0,0.0,63.05,19.67,1.8,0.0
20150419:1109,718.01,185.0,0.0,61.36,19.95,2.46,0.0
20150419:1209,646.01,178.0,0.0,54.31,20.23,3.12,0.0
20150419:1309,74.0,342.0,0.0,44.39,19.81,4.26,0.0
20150419:1409,0.0,150.0,0.0,33.19,19.39,5.4,0.0
20150419:1509,0.0,63.0,0.0,21.47,18.96,6.54,0.0
20150419:1609,0.0,20.0,0.0,9.66,18.29,6.33,0.0
20150419:1709,0.0,0.0,0.0,0.0,17.61,6.11,0.0
20150419:1809,0.0,0.0,0.0,0.0,16.93,5.9,0.0
20150419:1909,0.0,0.0,0.0,0.0,16.16,5.9,0.0
20150419:2009,0.0,0.0,0.0,0.0,15.39,5.9,0.0
20150419:2109,0.0,0.0,0.0,0.0,14.62,5.9,0.0
20150419:2209,0.0,0.0,0.0,0.0,14.49,6.23,0.0
20150419:2309,0.0,0.0,0.0,0.0,14.35,6.57,0.0
20150420:0009,0.0,0.0,0.0,0.0,14.22,6.9,0.0
20150420:0109,0.0,0.0,0.0,0.0,13.74,6.4,0.0
20150420:0209,0.0,0.0,0.0,0.0,13.26,5.89,0.0
20150420:0309,0.0,0.0,0.0,0.0,12.78,5.39,0.0
20150420:0409,0.0,23.0,0.0,4.31,13.01,5.29,0.0
20150420:0509,30.0,117.0,0.0,16.05,13.24,5.18,0.0
20150420:0609,3.0,160.0,0.0,27.85,13.47,5.08,0.0
20150420:0709,222.0,279.0,0.0,39.39,13.66,4.74,0.0
20150420:0809,6.0,296.0,0.0,50.08,13.86,4.41,0.0
20150420:0909,72.0,423.0,0.0,58.82,14.05,4.08,0.0
20150420:1009,612.01,262.0,0.0,63.4,14.5,3.89,0.0
20150420:1109,587.01,266.0,0.0,61.67,14.95,3.7,0.0
20150420:1209,314.0,360.0,0.0,54.56,15.39,3.5,0.0
20150420:1309,518.0,170.0,0.0,44.59,15.26,3.3,0.0
20150420:1409,392.0,131.0,0.0,33.36,15.13,3.1,0.0
20150420:1509,205.0,110.0,0.0,21.63,15.0,2.9,0.0
20150420:1609,42.0,63.0,0.0,9.82,14.74,2.28,0.0
20150420:1709,0.0,0.0,0.0,0.0,14.47,1.66,0.0
20150420:1809,0.0,0.0,0.0,0.0,14.21,1.03,0.0
20150420:1909,0.0,0.0,0.0,0.0,13.83,1.36,0.0
20150420:2009,0.0,0.0,0.0,0.0,13.45,1.69,0.0
20150420:2109,0.0,0.0,0.0,0.0,13.06,2.01,0.0
20150420:2209,0.0,0.0,0.0,0.0,13.06,1.53,0.0
20150420:2309,0.0,0.0,0.0,0.0,13.06,1.05,0.0
20150421:0009,0.0,0.0,0.0,0.0,13.06,0.57,0.0
20150421:0109,0.0,0.0,0.0,0.0,12.69,1.01,0.0
20150421:0209,0.0,0.0,0.0,0.0,12.31,1.45,0.0
20150421:0309,0.0,0.0,0.0,0.0,11.94,1.89,0.0
20150421:0409,0.0,25.0,0.0,4.56,12.42,1.67,0.0
20150421:0509,118.0,97.0,0.0,16.29,12.89,1.46,0.0
20150421:0609,297.0,130.0,0.0,28.1,13.37,1.24,0.0
20150421:0709,478.0,146.0,0.0,39.65,14.17,1.55,0.0
20150421:0809,622.0,159.0,0.0,50.37,14.97,1.86,0.0
20150421:0909,624.01,227.0,0.0,59.14,15.76,2.17,0.0
20150421:1009,73.0,445.0,0.0,63.75,16.15,2.97,0.0
20150421:1109,164.0,447.0,0.0,61.97,16.53,3.77,0.0
20150421:1209,0.0,100.0,0.0,54.79,16.91,4.57,0.0
20150421:1309,132.0,346.0,0.0,44.78,16.63,5.2,0.0
20150421:1409,299.0,186.0,0.0,33.52,16.34,5.84,0.0
20150421:1509,211.0,108.0,0.0,21.79,16.05,6.48,0.0
20150421:1609,43.0,64.0,0.0,9.98,15.46,5.25,0.0
20150421:1709,0.0,0.0,0.0,0.0,14.87,4.02,0.0
20150421:1809,0.0,0.0,0.0,0.0,14.28,2.79,0.0
20150421:1909,0.0,0.0,0.0,0.0,13.77,2.88,0.0
20150421:2009,0.0,0.0,0.0,0.0,13.26,2.97,0.0
20150421:2109,0.0,0.0,0.0,0.0,12.74,3.06,0.0
20150421:2209,0.0,0.0,0.0,0.0,12.63,2.94,0.0
20150421:2309,0.0,0.0,0.0,0.0,12.52,2.81,0.0
20150422:0009,0.0,0.0,0.0,0.0,12.41,2.69,0.0
20150422:0109,0.0,0.0,0.0,0.0,12.19,2.42,0.0
20150422:0209,0.0,0.0,0.0,0.0,11.97,2.15,0.0
20150422:0309,0.0,0.0,0.0,0.0,11.75,1.88,0.0
20150422:0409,0.0,27.0,0.0,4.81,12.46,1.63,0.0
20150422:0509,112.0,103.0,0.0,16.54,13.16,1.38,0.0
20150422:0609,295.0,134.0,0.0,28.35,13.87,1.13,0.0
20150422:0709,473.0,152.0,0.0,39.9,13.97,1.86,0.0
20150422:0809,636.0,152.0,0.0,50.65,14.08,2.58,0.0
20150422:0909,675.01,198.0,0.0,59.46,14.18,3.31,0.0
20150422:1009,796.01,151.0,0.0,64.09,14.68,2.47,0.0
20150422:1109,726.01,184.0,0.0,62.27,15.17,1.64,0.0
20150422:1209,381.0,332.0,0.0,55.03,15.66,0.8,0.0
20150422:1309,141.0,346.0,0.0,44.97,15.89,1.81,0.0
20150422:1409,157.0,251.0,0.0,33.69,16.12,2.82,0.0
20150422:1509,145.0,143.0,0.0,21.95,16.35,3.83,0.0
20150422:1609,47.0,64.0,0.0,10.15,16.25,3.28,0.0
20150422:1709,0.0,0.0,0.0,0.0,16.14,2.73,0.0
20150422:1809,0.0,0.0,0.0,0.0,16.03,2.18,0.0
20150422:1909,0.0,0.0,0.0,0.0,15.09,2.4,0.0
20150422:2009,0.0,0.0,0.0,0.0,14.15,2.61,0.0
20150422:2109,0.0,0.0,0.0,0.0,13.2,2.83,0.0
20150422:2209,0.0,0.0,0.0,0.0,12.93,3.36,0.0
20150422:2309,0.0,0.0,0.0,0.0,12.65,3.89,0.0
20150423:0009,0.0,0.0,0.0,0.0,12.38,4.41,0.0
20150423:0109,0.0,0.0,0.0,0.0,11.91,3.95,0.0
20150423:0209,0.0,0.0,0.0,0.0,11.44,3.49,0.0
20150423:0309,0.0,0.0,0.0,0.0,10.97,3.03,0.0
20150423:0409,0.0,29.0,0.0,5.06,11.7,3.66,0.0
20150423:0509,119.0,102.0,0.0,16.77,12.44,4.29,0.0
20150423:0609,229.0,172.0,0.0,28.59,13.17,4.92,0.0
20150423:0709,176.0,301.0,0.0,40.15,13.49,4.07,0.0
20150423:0809,24.0,345.0,0.0,50.93,13.82,3.21,0.0
20150423:0909,341.0,381.0,0.0,59.78,14.14,2.36,0.0
20150423:1009,718.01,203.0,0.0,64.43,14.46,2.45,0.0
20150423:1109,754.01,168.0,0.0,62.57,14.78,2.54,0.0
20150423:1209,643.0,186.0,0.0,55.26,15.09,2.63,0.0
20150423:1309,593.0,128.0,0.0,45.16,15.06,2.99,0.0
20150423:1409,399.0,132.0,0.0,33.85,15.03,3.34,0.0
20150423:1509,100.0,161.0,0.0,22.1,15.0,3.7,0.0
20150423:1609,65.0,59.0,0.0,10.31,14.58,3.38,0.0
20150423:1709,0.0,0.0,0.0,0.0,14.15,3.07,0.0
20150423:1809,0.0,0.0,0.0,0.0,13.72,2.76,0.0
20150423:1909,0.0,0.0,0.0,0.0,13.3,2.79,0.0
20150423:2009,0.0,0.0,0.0,0.0,12.88,2.81,0.0
20150423:2109,0.0,0.0,0.0,0.0,12.45,2.84,0.0
20150423:2209,0.0,0.0,0.0,0.0,12.39,2.69,0.0
20150423:2309,0.0,0.0,0.0,0.0,12.32,2.55,0.0
20150424:0009,0.0,0.0,0.0,0.0,12.25,2.4,0.0
20150424:0109,0.0,0.0,0.0,0.0,12.17,2.5,0.0
20150424:0209,0.0,0.0,0.0,0.0,12.09,2.59,0.0
20150424:0309,0.0,0.0,0.0,0.0,12.01,2.69,0.0
20150424:0409,0.0,12.0,0.0,5.3,12.86,2.74,0.0
20150424:0509,117.0,105.0,0.0,17.01,13.71,2.78,0.0
20150424:0609,270.0,153.0,0.0,28.82,14.56,2.83,0.0
20150424:0709,327.0,239.0,0.0,40.4,14.98,3.03,0.0
20150424:0809,609.0,174.0,0.0,51.2,15.4,3.24,0.0
20150424:0909,656.01,213.0,0.0,60.09,15.81,3.45,0.0
20150424:1009,609.0,270.0,0.0,64.76,16.05,3.91,0.0
20150424:1109,561.0,287.0,0.0,62.86,16.29,4.37,0.0
20150424:1209,116.0,415.0,0.0,55.49,16.52,4.83,0.0
20150424:1309,53.0,340.0,0.0,45.34,16.47,4.41,0.0
20150424:1409,114.0,264.0,0.0,34.02,16.41,3.99,0.0
20150424:1509,167.0,136.0,0.0,22.26,16.35,3.57,0.0
20150424:1609,80.0,53.0,0.0,10.47,15.98,3.09,0.0
20150424:1709,0.0,0.0,0.0,0.0,15.61,2.6,0.0
20150424:1809,0.0,0.0,0.0,0.0,15.24,2.11,0.0
20150424:1909,0.0,0.0,0.0,0.0,14.86,2.21,0.0
20150424:2009,0.0,0.0,0.0,0.0,14.47,2.3,0.0
20150424:2109,0.0,0.0,0.0,0.0,14.08,2.4,0.0
20150424:2209,0.0,0.0,0.0,0.0,14.16,2.39,0.0
20150424:2309,0.0,0.0,0.0,0.0,14.24,2.37,0.0
20150425:0009,0.0,0.0,0.0,0.0,14.32,2.36,0.0
20150425:0109,0.0,0.0,0.0,0.0,14.23,2.23,0.0
20150425:0209,0.0,0.0,0.0,0.0,14.14,2.1,0.0
20150425:0309,0.0,0.0,0.0,0.0,14.05,1.97,0.0
20150425:0409,0.0,13.0,0.0,5.53,14.5,2.48,0.0
20150425:0509,178.0,75.0,0.0,17.24,14.96,2.98,0.0
20150425:0609,1.0,145.0,0.0,29.05,15.41,3.49,0.0
20150425:0709,491.0,147.0,0.0,40.64,15.45,3.4,0.0
20150425:0809,342.0,324.0,0.0,51.47,15.49,3.31,0.0
20150425:0909,533.0,287.0,0.0,60.4,15.52,3.23,0.0
20150425:1009,289.0,430.0,0.0,65.09,15.77,3.2,0.0
20150425:1109,609.0,260.0,0.0,63.16,16.01,3.16,0.0
20150425:1209,248.0,391.0,0.0,55.72,16.25,3.13,0.0
20150425:1309,208.0,333.0,0.0,45.52,16.23,2.97,0.0
20150425:1409,25.0,248.0,0.0,34.18,16.2,2.82,0.0
20150425:1509,1.0,116.0,0.0,22.41,16.17,2.66,0.0
20150425:1609,18.0,72.0,0.0,10.63,15.85,2.35,0.0
20150425:1709,0.0,0.0,0.0,0.0,15.52,2.05,0.0
20150425:1809,0.0,0.0,0.0,0.0,15.2,1.74,0.0
20150425:1909,0.0,0.0,0.0,0.0,14.7,1.78,0.0
20150425:2009,0.0,0.0,0.0,0.0,14.19,1.82,0.0
20150425:2109,0.0,0.0,0.0,0.0,13.68,1.86,0.0
20150425:2209,0.0,0.0,0.0,0.0,13.66,1.95,0.0
20150425:2309,0.0,0.0,0.0,0.0,13.64,2.04,0.0
20150426:0009,0.0,0.0,0.0,0.0,13.62,2.12,0.0
20150426:0109,0.0,0.0,0.0,0.0,13.4,2.05,0.0
20150426:0209,0.0,0.0,0.0,0.0,13.19,1.98,0.0
20150426:0309,0.0,0.0,0.0,0.0,12.97,1.9,0.0
20150426:0409,0.0,33.0,0.0,5.77,13.76,1.76,0.0
20150426:0509,102.0,116.0,0.0,17.46,14.54,1.62,0.0
20150426:0609,266.0,159.0,0.0,29.28,15.33,1.48,0.0
20150426:0709,436.0,183.0,0.0,40.88,15.73,1.6,0.0
20150426:0809,582.0,195.0,0.0,51.73,16.14,1.71,0.0
20150426:0909,697.01,191.0,0.0,60.7,16.54,1.83,0.0
20150426:1009,725.01,203.0,0.0,65.42,16.81,2.18,0.0
20150426:1109,735.01,185.0,0.0,63.44,17.07,2.52,0.0
20150426:1209,697.01,156.0,0.0,55.94,17.33,2.87,0.0
20150426:1309,126.0,353.0,0.0,45.71,17.21,3.01,0.0
20150426:1409,385.0,145.0,0.0,34.34,17.08,3.14,0.0
20150426:1509,218.0,112.0,0.0,22.57,16.95,3.28,0.0
20150426:1609,64.0,64.0,0.0,10.79,16.54,2.73,0.0
20150426:1709,0.0,0.0,0.0,0.0,16.13,2.17,0.0
20150426:1809,0.0,0.0,0.0,0.0,15.72,1.61,0.0
20150426:1909,0.0,0.0,0.0,0.0,15.18,1.46,0.0
20150426:2009,0.0,0.0,0.0,0.0,14.64,1.31,0.0
20150426:2109,0.0,0.0,0.0,0.0,14.09,1.16,0.0
20150426:2209,0.0,0.0,0.0,0.0,14.09,1.02,0.0
20150426:2309,0.0,0.0,0.0,0.0,14.08,0.88,0.0
20150427:0009,0.0,0.0,0.0,0.0,14.08,0.74,0.0
20150427:0109,0.0,0.0,0.0,0.0,13.87,0.79,0.0
20150427:0209,0.0,0.0,0.0,0.0,13.67,0.84,0.0
20150427:0309,0.0,0.0,0.0,0.0,13.46,0.88,0.0
20150427:0409,0.0,36.0,0.0,5.99,14.15,0.87,0.0
20150427:0509,99.0,119.0,0.0,17.68,14.84,0.86,0.0
20150427:0609,328.0,127.0,0.0,29.5,15.53,0.86,0.0
20150427:0709,497.0,148.0,0.0,41.11,16.09,1.58,0.0
20150427:0809,640.0,160.0,0.0,51.99,16.65,2.3,0.0
20150427:0909,778.01,141.0,0.0,61.0,17.21,3.02,0.0
20150427:1009,823.01,141.0,0.0,65.74,17.49,3.22,0.0
20150427:1109,790.01,151.0,0.0,63.73,17.76,3.43,0.0
20150427:1209,737.01,131.0,0.0,56.16,18.03,3.63,0.0
20150427:1309,571.0,148.0,0.0,45.89,18.06,3.44,0.0
20150427:1409,38.0,260.0,0.0,34.5,18.09,3.25,0.0
20150427:1509,83.0,171.0,0.0,22.72,18.11,3.06,0.0
20150427:1609,46.0,72.0,0.0,10.94,17.56,2.79,0.0
20150427:1709,0.0,0.0,0.0,0.0,17.01,2.52,0.0
20150427:1809,0.0,0.0,0.0,0.0,16.46,2.25,0.0
20150427:1909,0.0,0.0,0.0,0.0,15.88,2.36,0.0
20150427:2009,0.0,0.0,0.0,0.0,15.29,2.48,0.0
20150427:2109,0.0,0.0,0.0,0.0,14.7,2.59,0.0
20150427:2209,0.0,0.0,0.0,0.0,14.6,2.46,0.0
20150427:2309,0.0,0.0,0.0,0.0,14.5,2.33,0.0
20150428:0009,0.0,0.0,0.0,0.0,14.4,2.19,0.0
20150428:0109,0.0,0.0,0.0,0.0,14.25,2.55,0.0
20150428:0209,0.0,0.0,0.0,0.0,14.09,2.9,0.0
20150428:0309,0.0,0.0,0.0,0.0,13.94,3.26,0.0
20150428:0409,0.0,37.0,0.0,6.22,14.98,3.22,0.0
20150428:0509,89.0,125.0,0.0,17.9,16.02,3.18,0.0
20150428:0609,32.0,222.0,0.0,29.72,17.06,3.14,0.0
20150428:0709,177.0,309.0,0.0,41.34,17.75,3.58,0.0
20150428:0809,134.5,374.5,0.0,52.24,18.44,4.01,0.0
20150428:0909,92.0,440.0,0.0,61.29,19.13,4.44,0.0
20150428:1009,716.01,212.0,0.0,66.06,19.65,5.19,0.0
20150428:1109,779.01,159.0,0.0,64.01,20.17,5.93,0.0
20150428:1209,691.5,143.5,0.0,56.38,20.69,6.68,0.0
20150428:1309,604.0,128.0,0.0,46.06,20.49,6.04,0.0
20150428:1409,462.0,100.0,0.0,34.66,20.28,5.41,0.0
20150428:1509,36.0,173.0,0.0,22.88,20.07,4.77,0.0
20150428:1609,7.0,68.0,0.0,11.1,19.45,4.01,0.0
20150428:1709,0.0,0.0,0.0,0.0,18.83,3.25,0.0
20150428:1809,0.0,0.0,0.0,0.0,18.21,2.48,0.0
20150428:1909,0.0,0.0,0.0,0.0,17.45,3.06,0.0
20150428:2009,0.0,0.0,0.0,0.0,16.68,3.64,0.0
20150428:2109,0.0,0.0,0.0,0.0,15.91,4.22,0.0
20150428:2209,0.0,0.0,0.0,0.0,15.67,4.26,0.0
20150428:2309,0.0,0.0,0.0,0.0,15.43,4.3,0.0
20150429:0009,0.0,0.0,0.0,0.0,15.19,4.34,0.0
20150429:0109,0.0,0.0,0.0,0.0,14.82,3.9,0.0
20150429:0209,0.0,0.0,0.0,0.0,14.45,3.45,0.0
20150429:0309,0.0,0.0,0.0,0.0,14.08,3.01,0.0
20150429:0409,0.0,39.0,0.0,6.44,14.88,2.94,0.0
20150429:0509,169.0,90.0,0.0,18.11,15.68,2.87,0.0
20150429:0609,352.0,117.0,0.0,29.93,16.48,2.8,0.0
20150429:0709,521.0,137.0,0.0,41.56,16.97,3.45,0.0
20150429:0809,668.0,146.0,0.0,52.49,17.47,4.11,0.0
20150429:0909,810.01,123.0,0.0,61.57,17.96,4.76,0.0
20150429:1009,827.01,142.0,0.0,66.37,18.29,4.46,0.0
20150429:1109,837.01,122.0,0.0,64.28,18.61,4.15,0.0
20150429:1209,754.01,123.0,0.0,56.59,18.93,3.85,0.0
20150429:1309,627.0,115.0,0.0,46.24,18.96,3.89,0.0
20150429:1409,427.0,124.0,0.0,34.81,18.99,3.93,0.0
20150429:1509,244.0,102.0,0.0,23.03,19.01,3.97,0.0
20150429:1609,63.0,69.0,0.0,11.26,18.7,3.47,0.0
20150429:1709,0.0,0.0,0.0,0.0,18.38,2.96,0.0
20150429:1809,0.0,0.0,0.0,0.0,18.07,2.46,0.0
20150429:1909,0.0,0.0,0.0,0.0,17.54,2.27,0.0
20150429:2009,0.0,0.0,0.0,0.0,17.01,2.08,0.0
20150429:2109,0.0,0.0,0.0,0.0,16.47,1.89,0.0
20150429:2209,0.0,0.0,0.0,0.0,16.44,1.96,0.0
20150429:2309,0.0,0.0,0.0,0.0,16.41,2.04,0.0
20150430:0009,0.0,0.0,0.0,0.0,16.38,2.11,0.0
20150430:0109,0.0,0.0,0.0,0.0,16.06,2.09,0.0
20150430:0209,0.0,0.0,0.0,0.0,15.73,2.07,0.0
20150430:0309,0.0,0.0,0.0,0.0,15.41,2.06,0.0
20150430:0409,0.0,38.0,0.0,6.65,15.93,1.76,0.0
20150430:0509,184.0,84.0,0.0,18.32,16.46,1.47,0.0
20150430:0609,361.0,113.0,0.0,30.14,16.98,1.17,0.0
20150430:0709,524.0,137.0,0.0,41.78,17.64,1.4,0.0
20150430:0809,671.0,146.0,0.0,52.73,18.3,1.62,0.0
20150430:0909,785.01,141.0,0.0,61.86,18.95,1.85,0.0
20150430:1009,760.01,187.0,0.0,66.68,19.08,2.13,0.0
20150430:1109,783.01,160.0,0.0,64.55,19.21,2.41,0.0
20150430:1209,743.01,131.0,0.0,56.81,19.33,2.69,0.0
20150430:1309,421.0,241.0,0.0,46.41,19.09,2.62,0.0
20150430:1409,2.0,191.0,0.0,34.97,18.84,2.54,0.0
20150430:1509,56.0,178.0,0.0,23.18,18.59,2.47,0.0
20150430:1609,82.0,62.0,0.0,11.41,18.26,2.18,0.0
20150430:1709,0.0,0.0,0.0,0.0,17.92,1.9,0.0
20150430:1809,0.0,0.0,0.0,0.0,17.59,1.61,0.0
20150430:1909,0.0,0.0,0.0,0.0,17.06,1.72,0.0
20150430:2009,0.0,0.0,0.0,0.0,16.53,1.83,0.0
20150430:2109,0.0,0.0,0.0,0.0,15.99,1.94,0.0
20150430:2209,0.0,0.0,0.0,0.0,15.76,1.97,0.0
20150430:2309,0.0,0.0,0.0,0.0,15.52,1.99,0.0
20150501:0009,0.0,0.0,0.0,0.0,15.28,2.01,0.0
20150501:0109,0.0,0.0,0.0,0.0,15.15,1.66,0.0
20150501:0209,0.0,0.0,0.0,0.0,15.02,1.31,0.0
20150501:0309,0.0,0.0,0.0,0.0,14.89,0.97,0.0
20150501:0409,0.0,40.0,0.0,6.86,15.13,0.9,0.0
20150501:0509,186.0,82.0,0.0,18.52,15.37,0.84,0.0
20150501:0609,369.0,106.0,0.0,30.34,15.61,0.77,0.0
20150501:0709,533.0,127.0,0.0,41.99,16.28,1.15,0.0
20150501:0809,681.0,133.0,0.0,52.97,16.95,1.53,0.0
20150501:0909,770.01,143.0,0.0,62.13,17.62,1.9,0.0
20150501:1009,771.01,172.0,0.0,66.99,18.25,2.18,0.0
20150501:1109,767.01,162.0,0.0,64.82,18.89,2.46,0.0
20150501:1209,680.0,165.0,0.0,57.01,19.52,2.74,0.0
20150501:1309,537.0,168.0,0.0,46.58,19.44,2.91,0.0
20150501:1409,429.0,120.0,0.0,35.12,19.35,3.07,0.0
20150501:1509,207.0,123.0,0.0,23.33,19.27,3.23,0.0
20150501:1609,63.0,71.0,0.0,11.57,18.84,2.87,0.0
20150501:1709,0.0,0.0,0.0,0.0,18.41,2.52,0.0
20150501:1809,0.0,0.0,0.0,0.0,17.98,2.17,0.0
20150501:1909,0.0,0.0,0.0,0.0,17.52,2.18,0.0
20150501:2009,0.0,0.0,0.0,0.0,17.06,2.2,0.0
20150501:2109,0.0,0.0,0.0,0.0,16.6,2.22,0.0
20150501:2209,0.0,0.0,0.0,0.0,16.41,2.08,0.0
20150501:2309,0.0,0.0,0.0,0.0,16.22,1.94,0.0
20150502:0009,0.0,0.0,0.0,0.0,16.03,1.79,0.0
20150502:0109,0.0,0.0,0.0,0.0,15.74,1.87,0.0
20150502:0209,0.0,0.0,0.0,0.0,15.44,1.95,0.0
20150502:0309,0.0,0.0,0.0,0.0,15.15,2.03,0.0
20150502:0409,0.0,42.0,0.0,7.07,15.47,1.88,0.0
20150502:0509,195.0,79.0,0.0,18.72,15.78,1.73,0.0
20150502:0609,378.0,102.0,0.0,30.54,16.09,1.59,0.0
20150502:0709,424.0,195.0,0.0,42.2,16.78,2.22,0.0
20150502:0809,334.0,333.0,0.0,53.2,17.46,2.85,0.0
20150502:0909,682.0,201.0,0.0,62.4,18.15,3.48,0.0
20150502:1009,720.01,206.0,0.0,67.29,18.81,3.55,0.0
20150502:1109,769.01,162.0,0.0,65.09,19.47,3.63,0.0
20150502:1209,325.0,363.0,0.0,57.22,20.12,3.71,0.0
20150502:1309,185.0,343.0,0.0,46.75,19.86,3.49,0.0
20150502:1409,18.0,243.0,0.0,35.27,19.61,3.26,0.0
20150502:1509,2.0,130.0,0.0,23.48,19.35,3.03,0.0
20150502:1609,54.0,75.0,0.0,11.72,19.03,2.69,0.0
20150502:1709,0.0,0.0,0.0,0.3,18.71,2.35,1.0
20150502:1809,0.0,0.0,0.0,0.0,18.39,2.01,0.0
20150502:1909,0.0,0.0,0.0,0.0,17.95,2.15,0.0
20150502:2009,0.0,0.0,0.0,0.0,17.5,2.28,0.0
20150502:2109,0.0,0.0,0.0,0.0,17.05,2.41,0.0
20150502:2209,0.0,0.0,0.0,0.0,16.84,2.36,0.0
20150502:2309,0.0,0.0,0.0,0.0,16.63,2.3,0.0
20150503:0009,0.0,0.0,0.0,0.0,16.43,2.25,0.0
20150503:0109,0.0,0.0,0.0,0.0,16.12,2.06,0.0
20150503:0209,0.0,0.0,0.0,0.0,15.81,1.86,0.0
20150503:0309,0.0,0.0,0.0,0.0,15.5,1.67,0.0
20150503:0409,0.0,10.0,0.0,7.27,15.94,1.49,0.0
20150503:0509,34.0,140.0,0.0,18.92,16.38,1.3,0.0
20150503:0609,344.0,125.0,0.0,30.73,16.82,1.12,0.0
20150503:0709,539.0,127.0,0.0,42.4,17.68,1.09,0.0
20150503:0809,675.0,140.0,0.0,53.42,18.53,1.05,0.0
20150503:0909,735.01,169.0,0.0,62.67,19.39,1.02,0.0
20150503:1009,775.01,172.0,0.0,67.59,19.8,1.75,0.0
20150503:1109,744.01,179.0,0.0,65.35,20.21,2.48,0.0
20150503:1209,613.0,209.0,0.0,57.42,20.61,3.21,0.0
20150503:1309,382.0,260.0,0.0,46.92,20.33,3.26,0.0
20150503:1409,170.0,257.0,0.0,35.43,20.04,3.31,0.0
20150503:1509,3.0,137.0,0.0,23.62,19.76,3.37,0.0
20150503:1609,92.0,61.0,0.0,11.88,19.35,2.88,0.0
20150503:1709,0.0,0.0,0.0,0.47,18.94,2.39,1.0
20150503:1809,0.0,0.0,0.0,0.0,18.53,1.9,0.0
20150503:1909,0.0,0.0,0.0,0.0,18.39,1.63,0.0
20150503:2009,0.0,0.0,0.0,0.0,18.24,1.36,0.0
20150503:2109,0.0,0.0,0.0,0.0,18.1,1.09,0.0
20150503:2209,0.0,0.0,0.0,0.0,18.0,1.11,0.0
20150503:2309,0.0,0.0,0.0,0.0,17.91,1.13,0.0
20150504:0009,0.0,0.0,0.0,0.0,17.82,1.14,0.0
20150504:0109,0.0,0.0,0.0,0.0,17.17,1.14,0.0
20150504:0209,0.0,0.0,0.0,0.0,16.53,1.14,0.0
20150504:0309,0.0,0.0,0.0,0.0,15.88,1.14,0.0
20150504:0409,0.0,45.0,0.0,7.47,16.83,1.0,0.0
20150504:0509,169.0,98.0,0.0,19.11,17.77,0.86,0.0
20150504:0609,359.0,118.0,0.0,30.92,18.71,0.72,0.0
20150504:0709,551.0,121.0,0.0,42.6,19.22,1.01,0.0
20150504:0809,689.0,132.0,0.0,53.64,19.73,1.3,0.0
20150504:0909,776.01,144.0,0.0,62.93,20.24,1.59,0.0
20150504:1009,819.01,144.0,0.0,67.88,20.54,2.12,0.0
20150504:1109,773.01,162.0,0.0,65.61,20.84,2.66,0.0
20150504:1209,709.0,150.0,0.0,57.62,21.13,3.2,0.0
20150504:1309,572.0,150.0,0.0,47.08,20.99,2.97,0.0
20150504:1409,428.0,125.0,0.0,35.57,20.84,2.75,0.0
20150504:1509,245.0,106.0,0.0,23.77,20.7,2.52,0.0
20150504:1609,79.0,69.0,0.0,12.03,20.23,2.3,0.0
20150504:1709,0.0,0.0,0.0,0.64,19.77,2.07,1.0
20150504:1809,0.0,0.0,0.0,0.0,19.3,1.85,0.0
20150504:1909,0.0,0.0,0.0,0.0,18.9,1.49,0.0
20150504:2009,0.0,0.0,0.0,0.0,18.5,1.13,0.0
20150504:2109,0.0,0.0,0.0,0.0,18.1,0.77,0.0
20150504:2209,0.0,0.0,0.0,0.0,18.01,0.75,0.0
